timestamp,open,high,low,close,volume,ob_imbalance,ob_bid_depth,ob_ask_depth,ob_large_bids,ob_large_asks,ob_spread_pct,funding_rate,funding_pct,funding_is_extreme,liq_cluster_nearby,liq_pressure
2025-11-30 18:30:00,91394.74,91416.0,91337.58,91400.01,14.25427,0.0,50.0,50.0,0,0,0.001,0.0001,0.01,0,0,0.0
2025-11-30 18:35:00,91400.0,91428.18,91352.13,91420.8,16.92581,0.02274224613530284,50.56855615338257,49.43144384661743,1,0,0.001,0.0001,0.01,0,0,0.0
2025-11-30 18:40:00,91420.79,91420.79,91336.0,91387.61,21.27175,-0.036288706624811866,49.092782334379706,50.907217665620294,0,1,0.001,0.0001,0.01,0,0,0.0
2025-11-30 18:45:00,91387.62,91429.94,91374.09,91398.27,7.06346,0.011664071912401588,50.29160179781004,49.70839820218996,0,0,0.001,0.0001,0.01,0,0,0.0
2025-11-30 18:50:00,91398.26,91477.05,91397.3,91461.33,15.4351,0.06888547145817302,51.72213678645432,48.27786321354567,1,0,0.001,0.0001,0.01,0,0,0.0
2025-11-30 18:55:00,91461.34,91477.05,91442.11,91459.9,8.25704,-0.0015635010280063018,49.96091247429984,50.039087525700154,0,0,0.001,0.0001,0.01,0,0,0.0
2025-11-30 19:00:00,91459.91,91484.04,91422.97,91431.74,11.5109,-0.030779724124746086,49.23050689688135,50.769493103118656,0,0,0.001,0.0001,0.01,0,0,0.0
2025-11-30 19:05:00,91431.74,91453.58,91424.6,91453.58,9.54532,0.023882130183200866,50.597053254580025,49.40294674541998,0,0,0.001,0.0001,0.01,0,0,0.0
2025-11-30 19:10:00,91453.57,91470.29,91407.3,91454.68,20.45717,0.0012027954176624155,50.03006988544156,49.969930114558444,1,0,0.001,0.0001,0.01,0,0,0.0
2025-11-30 19:15:00,91454.69,91500.0,91401.93,91401.94,9.38309,-0.057604065573730635,48.55989836065673,51.44010163934326,0,0,0.001,0.0001,0.01,0,0,0.0
2025-11-30 19:20:00,91401.93,91401.94,91346.16,91373.81,6.86258,-0.030766438930973573,49.23083902672566,50.76916097327434,0,0,0.001,0.0001,0.01,0,0,0.5
2025-11-30 19:25:00,91373.8,91396.0,91298.4,91346.67,26.75032,-0.029693433684854137,49.257664157878644,50.742335842121356,0,2,0.001,0.0001,0.01,0,0,0.5
2025-11-30 19:30:00,91346.67,91354.57,91310.0,91328.26,7.24823,-0.020151263087073674,49.496218422823155,50.503781577176845,0,0,0.001,0.0001,0.01,0,0,0.5
2025-11-30 19:35:00,91328.25,91476.98,91328.25,91467.3,16.43123,0.15107663308331692,53.77691582708293,46.223084172917076,1,0,0.001,0.0001,0.01,0,0,0.5
2025-11-30 19:40:00,91467.3,91476.99,91449.88,91449.89,14.21743,-0.019031826422278554,49.52420433944303,50.47579566055697,0,1,0.001,0.0001,0.01,0,0,0.5
2025-11-30 19:45:00,91449.88,91492.47,91428.36,91435.72,15.72182,-0.015493584613106032,49.612660384672346,50.387339615327654,0,1,0.001,0.0001,0.01,0,0,0.5
2025-11-30 19:50:00,91435.73,91450.24,91427.39,91440.59,10.86682,0.005326095698782493,50.13315239246956,49.86684760753044,0,0,0.001,0.0001,0.01,0,0,0.5
2025-11-30 19:55:00,91440.58,91481.96,91440.58,91460.79,9.56583,0.022087253305905337,50.55218133264764,49.447818667352365,0,0,0.001,0.0001,0.01,0,0,0.5
2025-11-30 20:00:00,91460.79,91469.82,91420.0,91469.82,10.22659,0.00987276252845934,50.246819063211476,49.75318093678852,0,0,0.001,0.0001,0.01,0,0,0.5
2025-11-30 20:05:00,91469.82,91575.99,91469.81,91575.98,17.46835,0.11554182292724946,52.88854557318123,47.11145442681877,1,0,0.001,0.0001,0.01,0,0,0.5
2025-11-30 20:10:00,91575.98,91626.75,91562.31,91563.0,29.27736,-0.014173073364766815,49.64567316588083,50.35432683411917,0,2,0.001,0.0001,0.01,0,0,0.5
2025-11-30 20:15:00,91562.99,91562.99,91443.86,91493.57,29.46395,-0.07568257410025325,48.10793564749367,51.89206435250633,0,2,0.001,0.0001,0.01,0,0,0.5
2025-11-30 20:20:00,91493.57,91493.57,91374.92,91391.0,24.69655,-0.11163894447160244,47.20902638820994,52.79097361179006,0,1,0.001,0.0001,0.01,0,0,0.5
2025-11-30 20:25:00,91390.99,91391.0,91305.18,91313.35,12.14409,-0.0847607386037225,47.88098153490694,52.119018465093056,0,0,0.001,0.0001,0.01,0,0,0.5
2025-11-30 20:30:00,91313.35,91334.35,91213.82,91213.83,21.97274,-0.10855786405102703,47.28605339872433,52.71394660127567,0,1,0.001,-2.036980083481315e-05,-0.002036980083481315,0,0,0.5
2025-11-30 20:35:00,91213.83,91232.99,91207.82,91218.93,11.26331,0.005591199114197285,50.139779977854936,49.86022002214507,0,0,0.001,-2.2081408169695506e-05,-0.0022081408169695505,0,0,0.5
2025-11-30 20:40:00,91218.93,91289.42,91178.0,91278.04,29.12488,0.06470959840300425,51.617739960075106,48.382260039924894,2,0,0.001,-1.1989590273780766e-05,-0.0011989590273780767,0,0,0.5
2025-11-30 20:45:00,91278.04,91374.31,91258.14,91327.68,34.56773,0.05432973841411667,51.35824346035292,48.64175653964708,2,0,0.001,-7.723340934134864e-06,-0.0007723340934134863,0,0,0.5
2025-11-30 20:50:00,91327.68,91327.68,91265.08,91302.33,31.2583,-0.027750066139945778,49.306248346501356,50.693751653498644,0,1,0.001,-1.7384396225158764e-05,-0.0017384396225158763,0,0,0.5
2025-11-30 20:55:00,91302.33,91341.36,91302.33,91315.6,9.12397,0.014533107413346071,50.363327685333644,49.63667231466635,0,0,0.001,-1.577740627313045e-05,-0.0015777406273130453,0,0,0.5
2025-11-30 21:00:00,91315.59,91332.18,91264.72,91292.05,12.10344,-0.0257839627560949,49.35540093109763,50.64459906890237,0,0,0.001,-1.527806426958541e-05,-0.001527806426958541,0,0,0.5
2025-11-30 21:05:00,91292.04,91317.75,91248.47,91248.48,10.17454,-0.04768974883381053,48.80775627915474,51.19224372084526,0,0,0.001,-2.2426678102705858e-05,-0.0022426678102705857,0,0,0.5
